,cbsa_code,cbsa_name,city,state,cluster_k6,centroid_lat,centroid_lon,MedianHomeValue_B25077,MedianGrossRent_B25064,MedianHouseholdIncome_B19013,affordability_score,job_growth_score,safety_score,education_score,health_score,walkability_score,diversity_score,urban_score,weather_warmth_score,weather_mildness_score
835,45340,"Taos, NM Micro Area",Taos,NM,3,36.577183,-105.638878,354000,1069,58908,40.32095035684821,68.87265263679049,58.934591169329046,76.11393954785248,59.8388487907995,18.373497290562437,87.46289962374532,0.6359189255582824,6.75290501533693,42.41464349537158
836,45380,"Taylorville, IL Micro Area",Taylorville,IL,1,39.545524,-89.279593,112100,729,59253,74.77391476179682,46.44684101335553,78.09070907732324,5.705532762885262,50.51375385621372,17.85433823994016,2.4828886229363216,17.017965084168434,38.95803472104955,50.87398822599829
837,45460,"Terre Haute, IN Metro Area",Terre Haute,IN,1,39.392389,-87.347096,132000,857,55380,65.70787830747342,12.27388424106936,52.73302854869431,24.542406488174617,32.973662047494734,50.34766413497972,17.781095927748808,34.71432070587004,38.875417739015994,53.129111247866405
838,45500,"Texarkana, TX-AR Metro Area",Texarkana,TX-AR,2,33.478373,-94.207162,150800,933,55046,60.80847541298609,40.009818863172455,40.34647333975684,17.32893476882403,33.167215824533464,17.623740468467417,71.46813378086075,20.349934839035498,78.00075183643297,76.17010914818299
839,45520,"The Dalles, OR Micro Area",The Dalles,OR,1,45.164536,-121.165069,332500,978,63602,49.217808627552856,32.220274194589024,48.41090602482916,23.658559241927406,36.54676752614296,77.96493392914043,43.68433956447979,40.443190203264756,0.0,27.96774193548387
840,45580,"Thomaston, GA Micro Area",Thomaston,GA,2,32.881837,-84.292283,149500,779,50904,63.98898302582079,72.95337505548736,72.93185641382992,0.0,27.844928778548176,0.0,67.55146366796106,9.46783348641053,70.91428077828077,79.49165511032942
841,45620,"Thomasville, GA Micro Area",Thomasville,GA,2,30.86301,-84.058195,172900,932,58186,61.179232085387035,84.5488652568993,61.36901196839799,19.69385055272183,35.660309467803025,8.121445374885914,79.89816296597827,15.237863348844344,87.24455863580224,84.65200742763531
842,45660,"Tiffin, OH Micro Area",Tiffin,OH,1,41.119992,-83.127547,136200,814,65020,74.03697595612078,49.30414594864757,88.99112866363845,19.9985899075708,45.78238446560444,21.55423194066934,11.237941972041874,24.201598397849864,28.390290842075935,46.33473836752454
843,45700,"Tifton, GA Micro Area",Tifton,GA,2,31.592714,-83.572994,132900,763,50810,66.01647593390983,87.14392359244239,70.99574223757506,12.470359468415085,30.057666948677504,31.32837164651823,87.87728076483702,25.72686631243709,84.50374050844655,84.10474257403251
844,45740,"Toccoa, GA Micro Area",Toccoa,GA,2,34.553582,-83.290588,168200,817,52264,61.82809944689602,55.341268481281105,43.92018576853836,0.0,31.040529504252177,18.494214521252854,39.6247536229844,15.899631603227931,68.83543113418628,74.27172305805435
845,45780,"Toledo, OH Metro Area",Toledo,OH,1,41.544357,-83.690777,168500,917,63749,66.20065210118526,17.728250875373732,22.118418683865173,50.59271042274951,44.65251641758193,78.35663980075188,56.97235685234218,71.83935027836526,32.7906774890739,35.67436382624947
846,45820,"Topeka, KS Metro Area",Topeka,KS,5,39.041389,-95.802639,172200,947,68160,67.89533812614474,49.71294707946394,1.4210854715202004e-14,52.23989352551766,53.72124629308856,66.13684294942149,45.23915847769384,28.469154511991434,43.62073026056058,54.394593582367904
847,45860,"Torrington, CT Micro Area",Torrington,CT,0,41.854809,-73.221494,311700,1169,91035,63.44841485178294,13.428189071449802,64.2634792498469,84.11076263044922,76.27862134260792,35.89635469748414,28.698070102931034,17.247186762515142,11.370161235461206,15.422560261475631
848,45880,"Town of Pecos, TX Micro Area",Town of Pecos,TX,5,31.308366,-103.712706,113700,988,56056,62.573598274790214,53.53369462413206,12.280705179546395,0.0,43.88946273926338,21.36399865153849,100.0,13.313891832702309,77.94911622737371,89.31338154729696
849,45900,"Traverse City, MI Metro Area",Traverse City,MI,3,44.952324,-85.90832,286500,1154,77495,56.426787403938754,59.44489424893749,100.0,81.05453100139358,55.261845527709916,28.908634178914433,4.980279447739178,10.750905073907807,8.315398568839228,37.60205816932834
850,45940,"Trenton-Princeton, NJ Metro Area",Trenton-Princeton,NJ,4,40.282503,-74.703724,351000,1515,96333,48.468678313040385,48.63973515344683,65.46130574545094,100.0,93.1080778913113,100.0,100.0,100.0,43.210743532923054,46.08180632185343
851,45980,"Troy, AL Micro Area",Troy,AL,5,31.798653,-85.941608,149000,855,47961,58.993328968814566,59.00163704034914,30.650266080563906,42.66268805185584,37.84313134122878,5.31557096728235,81.94487244083597,3.567408589556537,83.65898193217564,82.53289464156171
852,46020,"Truckee-Grass Valley, CA Micro Area",Truckee-Grass Valley,CA,3,39.297508,-120.771343,602800,1635,84905,26.743297357301856,44.2083775345655,67.80336152722215,84.35142796059364,66.31424134657635,44.028036916907574,26.134320878061022,12.729298248908675,33.366930920853285,62.930000842658885
853,46060,"Tucson, AZ Metro Area",Tucson,AZ,4,32.128038,-111.783657,286900,1154,67929,49.441844370483196,48.12641211044056,31.81046837965683,72.0305179323093,66.02682792422316,82.28323203907964,84.5862405977561,49.10093631567511,46.85415213528136,80.48709731944521
854,46100,"Tullahoma-Manchester, TN Micro Area",Tullahoma-Manchester,TN,2,35.44674,-86.134324,231400,872,61256,60.61497449300249,20.876292679276578,1.5572344061529861,28.261386565625138,24.58145575777491,2.5821909991741956,19.466996152401368,11.166461625252296,50.86727169548815,62.562824506794946
855,46140,"Tulsa, OK Metro Area",Tulsa,OK,5,36.254442,-96.177298,204400,1034,67823,61.37754730230922,51.7309840382366,14.791595147567037,51.149462426622286,40.3546869029909,65.51597949441006,81.68213729114534,42.07211426782083,68.19101870447975,66.70454319152292
856,46180,"Tupelo, MS Micro Area",Tupelo,MS,2,34.384239,-88.508626,158400,873,63188,68.41991266540023,19.10243423653842,52.290196317576616,32.1701029417114,46.93417243640132,0.11621748877477683,61.72454392821368,8.627232433317337,70.46505094554097,72.91368891969789
857,46220,"Tuscaloosa, AL Metro Area",Tuscaloosa,AL,5,33.097877,-87.799147,217100,966,59975,57.237938125649016,76.16702312910076,51.61641821349046,46.931013359816454,45.439876884667996,18.70135202516588,80.17493941180624,16.95373657526988,85.97638808786212,78.05738778196854
858,46300,"Twin Falls, ID Metro Area",Twin Falls,ID,5,42.440397,-114.568729,284200,981,66473,55.44674655239406,70.74047171503219,70.42492179180391,21.12045395287528,56.52575225740746,39.55319664268036,45.48615171814933,24.40139369502384,22.057699683727176,51.43988067233172
859,46340,"Tyler, TX Metro Area",Tyler,TX,5,32.375105,-95.268939,220800,1197,71923,56.47922274237406,62.709569997842365,57.26169825137477,44.125005705787096,55.70664171974663,27.69638717811854,70.76268889484788,45.12003508561538,88.31754662446968,79.36372024622393
860,46380,"Ukiah, CA Micro Area",Ukiah,CA,3,39.432388,-123.442881,486000,1325,64688,22.77509827707265,32.55592547954466,77.05020005538766,34.45429624784623,50.58772176942035,69.68772108570383,72.75146838449484,11.776903223424096,60.02742884813713,82.15049836947179
861,46460,"Union City, TN Micro Area",Union City,TN,2,36.361892,-89.148078,122700,770,53102,68.30541537086553,55.91388053496375,96.40869260008253,10.893307274923695,9.923423289674165,1.620486265071044,42.74926464741917,4.0081953830202774,54.23907700851868,61.63870819653252
862,46500,"Urbana, OH Micro Area",Urbana,OH,1,40.132775,-83.767604,186300,884,74239,73.55286375052843,53.025088242338065,83.56776785928702,14.489506469813513,41.1540187571805,0.0,4.827711720596012,7.70057907087078,29.028506982109995,47.31423662033849
863,46520,"Urban Honolulu, HI Metro Area",Urban Honolulu,HI,4,21.461365,-158.201974,873000,2054,104264,33.33333333333333,45.66659335431027,45.895410599262675,78.38891368056126,87.63923537485239,100.0,100.0,97.01674716294276,100.0,80.80656737325545
864,46540,"Utica-Rome, NY Metro Area",Utica-Rome,NY,1,43.33228,-75.173189,163400,896,68830,71.17034899937246,41.57627593495587,65.63147869800315,40.41228773188105,56.909359875800035,54.971686657030126,32.978817834733206,35.10557390904805,8.824525667378207,33.20516757604779
866,46620,"Uvalde, TX Micro Area",Uvalde,TX,2,29.350308,-99.768427,144400,966,57849,62.107738364158436,27.213424964768627,100.0,18.115574524586137,44.52086557005472,38.61821678568794,74.48375820804317,8.98860383757885,100.0,81.13068876380413
867,46660,"Valdosta, GA Metro Area",Valdosta,GA,5,30.827158,-83.243555,182300,976,54581,55.9951545016516,50.54256359270559,49.88090218445525,33.0524977289824,46.517179092542605,19.41558306308931,87.86190449738136,18.30273307376552,94.71829678074555,81.99808147175379
868,46700,"Vallejo, CA Metro Area",Vallejo,CA,4,38.267226,-121.939594,589600,2088,99994,33.33333333333333,39.05243596024788,12.858231353915322,46.273880158153624,78.49155567187506,100.0,100.0,94.30586677283493,69.30634786769771,93.8828318400899
869,46780,"Van Wert, OH Micro Area",Van Wert,OH,1,40.85552,-84.585775,137300,792,65344,75.0431573141822,56.38120090506813,60.90602706644735,7.243765619873842,43.02561011950841,17.33233583854668,0.0,14.736694719163378,28.14863618564774,36.67073559073802
870,46820,"Vermillion, SD Micro Area",Vermillion,SD,0,42.91615,-96.980468,221800,736,58794,64.97512799626259,42.59990880713871,62.15225819244622,100.0,81.3672039931471,30.11560676217312,23.725390697915994,18.85804216019922,11.233843201912935,19.836698828720028
871,46860,"Vernal, UT Micro Area",Vernal,UT,5,40.125887,-109.517748,270200,914,69861,61.7863310344594,48.147049872514316,74.64510817591943,6.687128782169692,62.561128998491114,22.275360883350288,31.614769983738217,2.3756765272437557,19.47901733790837,40.13097433377466
872,46900,"Vernon, TX Micro Area",Vernon,TX,2,34.08492,-99.24244,98800,862,51626,64.32563970849272,7.9133900666169215,100.0,8.667925628150764,23.684025643172955,38.598059273552614,76.76787912414159,19.631971282923256,78.48509385167007,80.04659322660959
873,46980,"Vicksburg, MS Micro Area",Vicksburg,MS,2,32.356095,-90.852384,144400,889,56648,64.27269323669752,24.116267007152253,37.886827103660124,39.76857624553204,34.570580776962544,8.955797689340418,81.35835893299257,17.997840837853566,87.16090895138795,78.53797798594005
874,47020,"Victoria, TX Metro Area",Victoria,TX,5,28.731455,-97.196993,196500,1143,69618,59.07882085501297,41.882438817719915,42.372960645904,16.2857056491945,51.01581205889655,30.62380072600116,82.10853585333649,27.379882141237054,99.07014596352052,83.09922496061256
875,47080,"Vidalia, GA Micro Area",Vidalia,GA,2,32.154218,-82.411379,124800,719,53809,69.91187061293755,60.10155371385543,58.24553187260133,16.399256011005193,32.06662402728984,6.946906440544589,77.97742500285722,5.861327859821827,88.8638513856555,81.45931006517858
876,47180,"Vincennes, IN Micro Area",Vincennes,IN,1,38.688381,-87.420358,123500,782,58863,71.94679609419919,56.51960154305182,71.49186366271171,9.958140224868645,39.157063222350324,34.461955331524734,10.995365219991026,40.216652701569416,46.19321631670694,51.4322133306778
877,47220,"Vineland, NJ Metro Area",Vineland,NJ,5,39.328434,-75.121628,205600,1254,64499,50.178300873099346,40.884099869932,79.08790697829811,10.489626320563396,54.6419794035609,62.928072610531956,100.0,44.16748597244126,43.05273856090916,56.75731274385225
878,47240,"Vineyard Haven, MA Micro Area",Vineyard Haven,MA,3,41.38097,-70.701499,1104100,1371,102348,41.68047337278105,75.82181342584093,65.77551471667893,100.0,70.74584404070636,100.0,38.77451672567758,37.640997132059915,27.24398030588362,54.0106467501833
879,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",Virginia Beach-Chesapeake-Norfolk,VA-NC,4,36.837289,-76.391849,318000,1416,80533,45.519325157914835,45.14019051095724,30.813379910262647,69.46092466505364,62.00832032280315,83.53887011363952,92.61497516490051,86.16888075286964,63.473589411073256,70.3638557463512
880,47300,"Visalia, CA Metro Area",Visalia,CA,5,36.228834,-118.781055,303000,1206,69489,47.10338981394699,39.762614748198594,26.20109632148671,3.2720965532461546,58.16981019385401,39.0026394365691,100.0,32.6156163576934,74.32532912102559,89.559590684215
881,47340,"Wabash, IN Micro Area",Wabash,IN,1,40.843747,-85.795192,143600,752,68414,78.29555652131066,52.18268987701337,86.69513866194191,23.04980429994107,35.476664922686524,19.785483171376328,0.0,17.160288661578896,29.428166610552065,45.83332589553176
882,47380,"Waco, TX Metro Area",Waco,TX,5,31.5921,-97.286018,209600,1094,63880,55.68731714405142,80.93860076256001,54.775976720653944,39.65046832708789,55.77823566872557,26.121040121824866,81.20401021349737,32.98273544617335,90.28279791355632,77.68793071935968
883,47420,"Wahpeton, ND-MN Micro Area",Wahpeton,ND-MN,1,46.29395,-96.790701,176100,726,70762,77.70193569122728,59.03623601334198,68.27795878301636,31.15827023004111,60.97025102877556,20.738705326520364,10.130536432369238,4.2893900480423275,0.0,27.27562140320803
884,47460,"Walla Walla, WA Metro Area",Walla Walla,WA,5,46.254606,-118.48037,375600,1113,72212,46.344769142982635,53.85221135802915,54.33050561959842,52.18053341574966,67.230001454446,60.16743174416506,56.49562340411761,34.24721744020802,41.310553096927336,64.94011254512083
885,47540,"Wapakoneta, OH Micro Area",Wapakoneta,OH,1,40.561309,-84.224018,182000,853,76454,76.76431926636658,63.529637730263474,89.05150782835383,20.14747653410806,51.52444451484937,19.747152086433477,0.0,19.484988338426383,28.671188565912427,37.16898801311439
886,47580,"Warner Robins, GA Metro Area",Warner Robins,GA,5,32.492806,-83.711084,202800,1112,78702,66.34533129431784,62.88631437870528,37.81400792864333,55.731305184286676,63.15385333846029,26.339419212580548,91.23840808018198,44.42898501827318,82.13263330124539,82.37564497038304
887,47620,"Warren, PA Micro Area",Warren,PA,1,41.834298,-79.298182,121800,756,59013,73.2314025440357,29.34981817800906,78.41518879923302,15.7303262598425,43.340545006532,13.236332492161118,0.0,17.499908252387,7.091634600211082,35.92395809021814
888,47660,"Warrensburg, MO Micro Area",Warrensburg,MO,5,38.741528,-93.811863,221400,905,67123,64.45784644190218,45.11650038788163,68.63476308812325,48.79547213152964,61.355583826266496,15.343987415708863,25.071493429613533,10.766024545128783,39.79349886281177,51.01668561840936
889,47700,"Warsaw, IN Micro Area",Warsaw,IN,1,41.244293,-85.861575,200300,995,73922,67.70864515901991,55.90476901512592,83.79948299294182,33.425211886550535,47.875905735600945,15.20501226424892,19.654502398124606,20.82630117509727,24.966849957680182,44.51576508592448
890,47780,"Washington, IN Micro Area",Washington,IN,1,38.69609,-87.076943,187500,837,68561,71.17599251386554,61.6531786857785,88.66613424201,0.7689513115801826,28.5154886446461,24.970528784076283,11.601958347162254,22.81092567952789,49.401853108125835,58.2482596417734
891,47820,"Washington, NC Micro Area",Washington,NC,2,35.482313,-76.842014,181200,859,57997,63.18929908792792,31.5640258483242,84.28958214479269,19.563913282923703,24.986835563615756,9.217189660717612,67.6278324590601,5.229362060656907,76.39281892584991,78.97133126947188
892,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Washington-Arlington-Alexandria,DC-VA-MD-WV,4,38.829787,-77.495684,553000,1975,123896,33.33333333333333,44.601708150715496,73.55208266062715,100.0,92.14327690366966,100.0,100.0,97.70313500470685,47.88273346924879,52.07278389008368
893,47920,"Washington Court House, OH Micro Area",Washington Court House,OH,2,39.555246,-83.461893,162200,807,60047,68.40626782914289,57.480748139395594,77.23359246651023,0.0,25.269840917591257,4.018090960679954,8.209520368283831,17.02911495758518,33.08190234979981,50.132465611355975
894,47930,"Waterbury-Shelton, CT Metro Area",Waterbury-Shelton,CT,4,41.518931,-73.087906,290800,1288,86365,57.205412385807946,32.00357155514727,22.76091860210595,64.88380713069644,72.66886909102381,83.94739877834711,77.39930658919172,86.44512978111024,26.985802260587537,45.76367200071852
895,47940,"Waterloo-Cedar Falls, IA Metro Area",Waterloo-Cedar Falls,IA,0,42.536796,-92.471608,186100,947,68916,67.21816988491231,40.913330759033116,59.25015722724289,53.54180977788778,62.528752004840506,40.15761125433575,33.65243860881027,34.40077030244774,20.380575110530227,19.56288106328454
896,47980,"Watertown, SD Micro Area",Watertown,SD,1,44.966285,-97.198837,218000,901,65080,63.43139047595868,30.0,60.41467041655444,20.570821736309583,59.44656508399126,39.79126566246219,8.528494102426013,26.020041726247705,0.0,27.200114281049753
897,48020,"Watertown-Fort Atkinson, WI Micro Area",Watertown-Fort Atkinson,WI,1,43.013804,-88.773985,253800,1012,80604,67.1721626147434,54.76539567684094,76.58172340956924,45.454939708739616,61.9160995196043,24.795386967125822,13.623739018986111,28.996738458988577,14.164680414331595,33.722482035755
898,48060,"Watertown-Fort Drum, NY Metro Area",Watertown-Fort Drum,NY,5,43.996389,-76.052968,181000,1214,64978,54.27466180053729,47.27097449212387,72.55866954402751,37.031706577324236,69.86793863386498,13.7964862017303,34.296771174033516,15.685662665202898,9.049656934938488,36.35628915233744
899,48140,"Wausau, WI Metro Area",Wausau,WI,1,44.898036,-89.757823,205500,950,76185,70.66905468948042,28.079070316996436,84.89798030688546,42.514976932994074,61.036334850573446,22.596150717341686,19.656321438434837,23.319177814873527,1.1029366140282086,6.411294135017926
900,48180,"Waycross, GA Micro Area",Waycross,GA,2,31.133114,-82.36865,118800,786,49037,65.0651469695338,54.19701770888766,49.113818800610105,4.4100736575909645,25.247523180981133,15.560047664260173,64.35012710918272,17.891574623831048,91.49520204291426,83.09825959216677
901,48200,"Waynesville, NC Micro Area",Waynesville,NC,3,35.558882,-82.981307,254900,1052,61001,51.25571911015533,47.47918715747532,73.28534236746711,49.82579299572415,43.91895145241731,11.726430687035913,6.343218931284792,11.59694053952119,37.88711217483758,60.71180769589517
902,48220,"Weatherford, OK Micro Area",Weatherford,OK,5,35.449463,-98.991295,147700,778,59108,70.14740977215833,90.59076349789655,81.8947076457922,49.5415594827645,35.87427625033427,46.691864520511594,56.78764975935142,29.248580553992173,63.08322421713986,69.55910542118266
903,48260,"Weirton-Steubenville, WV-OH Metro Area",Weirton-Steubenville,WV-OH,2,40.388914,-80.701966,121400,758,57149,71.8336124768908,35.27950867525811,85.0667409463654,20.018740503300048,16.461906991345664,18.69689006334311,8.577163099173402,30.848122279840172,29.573779040915035,49.21882461105547
904,48300,"Wenatchee-East Wenatchee, WA Metro Area",Wenatchee-East Wenatchee,WA,4,47.76611,-120.270197,434900,1198,79007,42.696200168385566,59.56519468231636,63.11779994339672,42.718383088378644,68.750237875588,81.29259786511334,74.88937261049614,27.022636387786427,29.39718523757774,56.06708651834987
905,48460,"West Plains, MO Micro Area",West Plains,MO,2,36.774369,-91.887368,161000,722,49814,63.815593393516615,49.935834048786866,100.0,9.032177988000555,12.12697600012625,11.5557133144176,1.6757000880758675,7.397732521413083,48.03454215159022,57.680836659548476
906,48540,"Wheeling, WV-OH Metro Area",Wheeling,WV-OH,2,39.977687,-80.854826,149300,801,58705,68.80616629771195,39.045632001433574,73.00897838566037,27.383591263638117,20.850186596061498,32.18989212805408,6.704529097960931,42.38277650206446,34.857134591517465,51.282714041792104
907,48580,"Whitewater-Elkhorn, WI Micro Area",Whitewater-Elkhorn,WI,0,42.66811,-88.541731,275900,1090,77359,59.78787802240135,55.95937343897312,82.8558736569918,59.833198285024075,65.8395858484339,25.153234504429268,22.016150381129325,23.638254647260926,15.824248896279874,37.46671726521264
908,48620,"Wichita, KS Metro Area",Wichita,KS,5,37.637896,-97.246287,188200,969,68930,66.175207497398,45.93598013211772,34.510714773321666,57.066363075330564,60.40626743212735,74.30780861756996,59.697137192365005,48.4011846084761,52.08070852722685,61.011810138840396
909,48660,"Wichita Falls, TX Metro Area",Wichita Falls,TX,5,33.776144,-98.501907,144700,963,63618,66.39076207573018,56.711946928334726,34.887751099068964,33.96037365653791,57.20354788874397,30.502245353631743,54.67238964606144,26.017097303039236,77.4596106248449,78.4119509464205
910,48680,"Wildwood-The Villages, FL Metro Area",Wildwood-The Villages,FL,3,28.713976,-82.069684,356000,1225,73297,44.444180281750334,59.45211595899288,79.85107227232356,69.26963336021075,48.815982322685194,59.79354374942761,24.84235749604793,48.25029598534711,100.0,82.1683820882895
911,48700,"Williamsport, PA Metro Area",Williamsport,PA,1,41.343882,-77.055262,195600,887,64412,65.47471440507579,40.22088701494128,99.30346062261145,34.026405108770604,60.078290488989225,37.10264399307355,15.731155575942752,45.04853957467963,32.353840235679016,36.963251909125134
912,48780,"Williston, ND Micro Area",Williston,ND,0,48.355765,-103.501333,267800,1108,90224,69.13884062946643,79.63363208034741,37.02173096199439,30.40377543888796,78.19485115778254,42.988563748405646,40.641315230267125,28.892978450429176,0.0,29.261254642667645
913,48820,"Willmar, MN Micro Area",Willmar,MN,1,45.152714,-95.004981,230500,843,75097,71.89378284478926,52.66818946508755,66.8963756591368,41.916508381710365,60.551741628771005,32.176426630169736,41.12027645044535,17.14818219233573,0.0,26.202195828741683
914,48900,"Wilmington, NC Metro Area",Wilmington,NC,3,34.253691,-78.041674,328000,1313,73687,43.726555845131,85.71662528267551,65.18975309142077,81.09106473316487,60.90492689039761,77.95714008060685,46.9648226804188,46.084433022172874,79.88441884586678,79.84485407066053
915,48940,"Wilmington, OH Micro Area",Wilmington,OH,1,39.416681,-83.804583,192800,893,68125,68.18254817189222,47.20153067874028,99.52753199973418,17.742869164683412,34.51056765244644,0.0,4.135097641592342,10.585314894812539,35.94767867143357,53.04018836142394
916,48980,"Wilson, NC Micro Area",Wilson,NC,2,35.700357,-77.921598,171800,915,51381,57.00309829151091,23.85694164496678,36.41492555574264,18.45906148357904,17.346191813232444,24.795372595867146,97.32668190578221,36.78050506531966,69.52011929598781,74.49248707315485
917,49010,"Winchester, TN Micro Area",Winchester,TN,2,35.155926,-86.099203,215700,863,61553,62.5709857228199,65.68523900407362,52.32110955250671,28.025284821442675,28.578872609014283,0.7660004989977689,17.439215406412572,6.050728317643035,60.630532767979886,67.66193229383873
918,49020,"Winchester, VA-WV Metro Area",Winchester,VA-WV,3,39.272974,-78.471828,322600,1309,82413,50.70018454181283,54.591992495304126,80.9938641048998,45.407862162880264,51.48185250009998,19.179465478024586,39.022561177298314,27.203197454972315,41.396268186103114,57.21721907560388
919,49080,"Winnemucca, NV Micro Area",Winnemucca,NV,1,41.407914,-118.127591,256800,998,79946,66.98170684924155,36.45495256989119,33.582285729291016,16.859305404460056,57.27975876316492,4.686524749877671,64.00339065966439,13.182353112567522,22.94583217462338,47.827448369168955
920,49100,"Winona, MN Micro Area",Winona,MN,0,43.981353,-91.777044,222900,866,70198,68.09793489191739,44.998371998644544,65.43560900155727,58.943165885632524,71.89910292141185,35.40186502316296,10.022089883647093,49.4172275501663,12.720948765434903,15.272788158482765
921,49180,"Winston-Salem, NC Metro Area",Winston-Salem,NC,3,36.078852,-80.345064,213300,973,64282,60.426092283756915,49.99784073853172,90.9388996798518,50.44073337619522,48.58334021960883,18.470543448065367,71.25586468266542,40.196007430197,54.69553579561771,64.31780061944298
922,49220,"Wisconsin Rapids-Marshfield, WI Micro Area",Wisconsin Rapids-Marshfield,WI,1,44.461413,-90.038825,168100,831,66417,71.56673768409861,44.621271007827076,80.50761346753268,22.43991412901808,45.92159280665291,28.670523762841075,6.185830291954066,26.751551693122046,5.873034218874673,29.52977502040961
923,49260,"Woodward, OK Micro Area",Woodward,OK,2,36.425619,-99.273661,178000,847,65060,69.07624225558504,17.27794157168079,67.82670168637905,23.1122552226077,40.767898970783946,31.40720402259376,33.354472479466075,7.253701319948812,54.11515155431534,65.12694471792386
924,49300,"Wooster, OH Micro Area",Wooster,OH,1,40.829661,-81.887194,204600,849,71769,71.52448085273691,53.109659492369545,61.01530160605226,33.73899259272,46.0052729335573,17.594057419492152,1.7965555157145507,28.771989566078815,23.84945535200674,46.693588004547614
925,49340,"Worcester, MA Metro Area",Worcester,MA,0,42.311693,-71.940282,390700,1347,93561,51.29166669745452,15.029645717168655,70.82982196888106,82.8603603949317,66.32909724928446,65.49241245428667,56.53223543628872,79.64325769321137,18.715843041290242,20.887110077843797
926,49380,"Worthington, MN Micro Area",Worthington,MN,1,43.677686,-95.763132,179200,863,65509,68.66539866920075,52.22901652496088,100.0,9.679496130007779,53.84127083705275,18.990992030694457,90.32696576317109,16.89890741131429,3.403819380846779,9.360958471446247
927,49420,"Yakima, WA Metro Area",Yakima,WA,5,46.456558,-120.740145,281100,1068,68015,53.408562473694545,40.19018740155647,60.027700990667604,13.657575622337456,56.48551646594122,48.72438378003804,99.11697827906545,26.38741953473366,27.656032475976648,51.36230825900245
928,49460,"Yankton, SD Micro Area",Yankton,SD,1,43.006603,-97.388361,208200,777,73855,75.56255769546935,58.40017513877967,55.76286091200812,43.81953094219522,65.21393083766424,32.383980591711705,17.15696095544238,23.366113803044104,19.959228543622505,22.132604361080645
929,49620,"York-Hanover, PA Metro Area",York-Hanover,PA,3,39.921751,-76.728889,235000,1150,82238,64.57419438935445,55.07051947253379,90.80725738062,42.30485413809606,60.078290488989225,63.49865282010422,35.44384607417403,79.84499224521497,34.96763480168913,52.40834796252839
